result.ruleId,result.message.text,result.message.markdown,location.uri,location.startLine,location.startColumn,location.endLine,location.endColumn,location.snippet,partialFingerprints.primaryLocationLineHash,rule.id,rule.name,rule.defaultLevel,rule.shortDescription,rule.fullDescription,rule.help.text,rule.help.markdown
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/core/src/shared-wallets/add-shared-wallet/generate-key-flow/EnterPassword/EnterPassword.tsx,34,3,34,119,,fee4d82230b5bc2021a40b13713ac804_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/core/src/ui/components/Account/EnableAccountPasswordPrompt/EnableAccountPasswordPrompt.stories.ts,24,5,24,36,,6d4c8cea11185171cf161f49dc013c55_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/AccountsSteps.ts,73,5,74,118,,8a3ac47a22c881c513653935132c4b9c_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/lockWalletSteps.ts,32,3,32,97,,0f81738e9ef9fb9708a8fb7a8c8266e7_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/multidelegationSteps.ts,49,1,49,37,,373d553c5f876611bf258f4d7bfd85e1_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/passwordSteps.ts,8,3,9,111,,36898d62987ae1dc4c09a49450004e62_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/sendTransactionSimpleSteps.ts,669,3,670,111,,8c5e1cf79405d52c9df63dea8d4e86fc_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/e2e-tests/src/steps/settingsSteps.ts,315,3,316,111,,0d49038ab72e1b513ffecc12d9cc7eea_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_hardcoded_secret,Usage of hard-coded secret,,packages/nami/src/config/config.ts,33,3,33,34,,7b6e4df8d637feb59dabaafad4863d47_0,javascript_lang_hardcoded_secret,javascript_lang_hardcoded_secret,error,Usage of hard-coded secret,Usage of hard-coded secret,"## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)","## Description

Storing secrets directly in your code is a security risk. Instead, opt for environment variables or a secret management system to safeguard your secrets.

## Remediations

- **Do not** store plaintext secrets in your code. This exposes sensitive information to unnecessary risk.
  ```javascript
    passport.use(new OAuth2Strategy({
        authorizationURL: 'https://www.example.com/oauth2/authorize',
        tokenURL: 'https://www.example.com/oauth2/token',
        clientID: 'my-id-123',
        clientSecret: 'shh-my-secret',
        callbackURL: 'http://localhost:3000/auth/example/callback'
      },
      function(accessToken, refreshToken, profile, cb) {
        User.findOrCreate({ exampleId: profile.id }, function (err, user) {
          return cb(err, user);
        });
      }
    ));
  ```
- **Do** use environment variables to store sensitive information such as secrets. This method keeps credentials out of your codebase and makes them easier to manage securely.
- **Do** consider implementing a key-management system to securely handle secrets and other sensitive information. This approach provides enhanced security measures for managing and accessing credentials.

## References

- [OWASP hardcoded passwords](https://owasp.org/www-community/vulnerabilities/Use_of_hard-coded_password)
- [Google Cloud Key Management Service](https://cloud.google.com/kms/docs)
- [AWS Key Management Service](https://aws.amazon.com/kms/)"
javascript_lang_dangerous_insert_html,Unsanitized user input in dynamic HTML insertion (XSS),,apps/browser-extension-wallet/src/views/browser-view/components/SideMenu/SideMenuContent.tsx,61,12,63,13,,23f23819a8a384bec802f898996cb87a_0,javascript_lang_dangerous_insert_html,javascript_lang_dangerous_insert_html,error,Unsanitized user input in dynamic HTML insertion (XSS),Unsanitized user input in dynamic HTML insertion (XSS),"## Description

Unsanitized user input in dynamic HTML insertion can lead to Cross-Site Scripting (XSS) attacks. This vulnerability arises when user-provided data is directly inserted into the DOM without proper sanitization, potentially allowing attackers to execute malicious scripts.

## Remediations

- **Do** use an HTML sanitization library to clean user input before inserting it into the HTML. This step helps prevent XSS attacks by removing or neutralizing any potentially harmful scripts.
  ```javascript
  import sanitizeHtml from 'sanitize-html';

  const html = `<strong>${user.Input}</strong>`;
  document.body.innerHTML = sanitizeHtml(html);
  ```

## References

- [OWASP XSS explained](https://owasp.org/www-community/attacks/xss/)","## Description

Unsanitized user input in dynamic HTML insertion can lead to Cross-Site Scripting (XSS) attacks. This vulnerability arises when user-provided data is directly inserted into the DOM without proper sanitization, potentially allowing attackers to execute malicious scripts.

## Remediations

- **Do** use an HTML sanitization library to clean user input before inserting it into the HTML. This step helps prevent XSS attacks by removing or neutralizing any potentially harmful scripts.
  ```javascript
  import sanitizeHtml from 'sanitize-html';

  const html = `<strong>${user.Input}</strong>`;
  document.body.innerHTML = sanitizeHtml(html);
  ```

## References

- [OWASP XSS explained](https://owasp.org/www-community/attacks/xss/)"
